zip,count
55374,1
55441,8
55987,1
63028,12
63074,3
63109,45
63122,57
63125,7
63126,3
63368,13
63385,15
64056,7
64064,7
64076,4
64081,1
64106,1
64151,1
64155,3
65270,1
65775,8
38664,1
38748,1
38829,6
38967,2
39154,1
39212,1
39401,1
39402,23
39442,1
39465,6
39482,3
39530,50
39648,9
27244,3
27292,15
27344,18
27376,8
27379,1
27403,5
27565,1
27703,5
27938,1
27954,12
27962,1
28018,2
28052,3
28104,6
28144,33
28159,2
28277,137
28345,4
28358,20
28374,24
28392,1
28429,1
28462,3
28538,6
28574,1
28625,11
28704,10
68503,1
68505,1
68516,1
3038,11
3060,3
3062,1
3820,10
7001,9
7004,9
7010,8
7020,2
7032,22
7067,3
7080,40
7095,11
7105,19
7405,4
7424,37
7442,4
7446,14
7604,12
7630,15
7632,13
7642,1
7646,1
7675,10
7758,2
7832,7
7927,28
7974,4
8012,50
8036,14
8260,17
8611,7
8724,195
8750,10
8753,182
8755,284
8857,55
8889,6
87510,7
87530,1
87937,6
89015,7
89109,27
89110,7
89115,1
89118,17
89129,10
89523,19
10029,27
10044,1
10455,5
10457,11
10520,2
10550,4
10701,52
10708,2
11042,20
11102,7
11212,7
11356,1
11358,2
11374,28
11706,23
11714,5
11720,4
11725,18
11782,1
12110,47
12180,9
12211,5
12413,2
12414,7
12504,1
12528,7
12548,1
12571,7
12601,59
13048,1
13090,3
13202,1
13407,1
13440,8
13456,6
13502,81
13815,1
43230,36
43968,1
44011,2
44062,9
44129,2
44141,8
44147,1
44256,1
44307,1
44312,2
44406,8
44901,4
44903,4
45174,2
45347,1
45440,9
45679,5
45807,2
73080,1
73112,3
73130,3
73750,5
97141,6
97205,2
97520,3
15025,10
15215,1
15218,5
15221,1
16505,2
17011,1
17402,2
17403,5
18069,1
18073,11
18464,2
18503,11
18509,17
18702,9
18848,1
19030,5
19057,19
19060,1
19109,6
19115,92
19119,40
19120,20
19136,82
19153,3
19401,47
19440,4
19465,5
29067,4
29073,1
29164,2
29303,17
29379,3
29418,5
29631,4
29646,15
29710,3
29803,61
29909,11
57401,1
57730,1
37087,6
37204,11
37643,1
38114,5
38115,4
38127,14
38230,1
38320,8
38556,1
75030,2
75044,2
75077,27
75088,38
75126,5
75209,1
75218,30
75225,3
75241,2
75244,5
76006,1
76012,24
76013,32
76028,126
76207,14
76310,1
76367,2
77011,3
77045,2
77054,54
77056,3
77076,19
77085,1
77378,3
77385,3
77401,26
77423,2
77471,7
77539,7
78014,3
78211,53
78227,36
78233,159
78578,6
78599,1
78620,4
78702,66
78752,9
78759,5
78833,2
78861,3
78945,5
79121,6
79761,3
79912,73
79935,17
79938,18
84015,2
84042,8
84049,1
84404,2
20175,12
22032,2
22042,27
22182,6
22302,6
22401,105
22507,8
22508,7
22546,3
22807,1
23015,3
23030,1
23075,2
23235,125
23238,5
23314,10
23316,1
23690,3
23701,75
23704,23
23917,11
23944,3
24016,3
24147,1
24148,1
24239,2
24263,4
24293,5
24450,6
24541,16
24620,4
5148,1
98004,13
98007,8
98032,3
98033,1
98110,1
98116,1
98188,14
98221,4
98311,1
98513,4
98589,2
98683,8
53098,2
53218,2
54935,2
24868,3
24924,1
25827,3
26205,3
26241,21
26261,3
26301,3
26335,4
26716,2
26726,24
99801,11
35004,1
35042,1
35068,27
35205,40
35222,2
35242,11
36078,1
36092,3
36202,4
36310,18
36502,2
36526,16
36532,25
36553,1
36748,1
71639,1
71845,3
72104,18
72335,7
72437,1
72556,2
72601,9
72712,12
72744,1
72753,2
85004,19
85007,7
85023,8
85031,36
85201,15
85202,59
85255,50
85282,20
85308,166
85321,4
85338,18
85382,27
85716,26
85737,3
85743,8
86401,44
90067,15
90404,38
90505,231
90710,6
90745,54
91042,6
91326,3
91355,36
91501,4
91502,13
91724,3
91733,29
91740,77
91748,3
91765,10
91791,1
92037,76
92067,5
92084,3
92173,4
92243,14
92260,81
92270,297
92313,1
92316,3
92354,123
92371,15
92399,26
92408,33
92503,19
92505,39
92539,1
92543,240
92570,9
92586,67
92606,4
92618,63
92630,24
92656,6
92703,58
92843,53
92860,9
93063,1
93212,4
93234,2
93306,5
93444,8
93505,5
93647,30
93660,6
93955,12
93960,12
94062,4
94133,10
94301,2
94401,2
94509,27
94568,5
94612,4
95003,5
95403,37
95405,24
95969,1
96003,3
96080,4
80123,47
80215,49
80221,5
80231,3
80235,4
80906,19
80920,56
80923,29
81089,1
81240,5
20006,10
20059,1
32003,15
32005,1
32060,5
32064,3
32068,8
32084,1
32097,7
32138,3
32141,18
32162,72
32210,5
32244,9
32328,1
32536,4
32539,3
32601,33
32708,18
32712,2
32750,41
32763,179
32780,3
32804,41
32901,41
32922,2
32950,1
32960,17
33010,12
33018,3
33023,63
33033,23
33043,1
33067,15
33069,9
33134,78
33150,78
33173,76
33184,3
33314,7
33404,2
33434,14
33444,13
33455,7
33461,108
33472,14
33513,10
33548,2
33573,98
33604,22
33629,27
33708,10
33713,39
33756,56
33762,1
33777,38
33778,87
33809,20
33919,14
33936,24
33954,2
34209,24
34232,9
34286,6
34428,11
34434,3
34602,1
34609,65
34652,29
34677,4
34691,5
34744,23
34987,2
30025,3
30064,14
30084,40
30132,2
30143,38
30153,2
30189,39
30222,1
30223,76
30236,18
30252,6
30295,8
30306,3
30350,3
30417,13
30453,8
30537,2
30566,1
30635,2
30680,17
30705,10
30909,22
31210,28
31510,1
31604,4
31774,3
50201,6
83642,29
60008,11
60107,2
60123,46
60148,59
60153,6
60401,2
60425,2
60477,8
60517,11
60526,1
60615,5
60656,13
61108,1
61350,3
61530,1
62002,10
62010,1
62056,3
62208,2
62523,1
62549,1
62565,7
62864,24
62960,17
46123,2
46131,1
46135,1
46142,2
46260,35
46320,7
46755,1
46803,2
47334,2
47441,2
47802,238
66062,23
66160,2
66211,9
66502,54
66757,5
67206,21
67207,11
67546,1
67801,3
40019,1
40475,10
40503,76
40734,4
40823,1
41339,8
41776,5
42024,3
42041,1
42210,15
42718,19
70068,1
70113,2
70130,9
70448,19
70508,33
70555,2
70563,17
70576,1
70634,2
71203,29
71291,40
71301,31
71417,1
1604,13
2114,1
2118,1
2135,2
2379,4
2771,1
20659,4
20705,5
20706,66
20740,20
20744,16
20850,170
20872,15
20886,24
21074,5
21075,45
21136,16
21217,8
21218,42
21532,1
21701,49
21704,9
21787,7
21788,2
21922,4
48025,2
48326,1
48377,12
48503,1
48879,3
48910,1
49037,1
49424,1
49735,6
55317,1
55388,3
55402,10
63026,29
63104,2
63108,7
63873,1
64128,4
64469,1
64759,1
65632,2
38860,3
39203,2
39211,3
39426,4
39462,5
39638,1
59602,1
27016,3
27018,7
27104,2
27265,23
27298,18
27316,5
27332,7
27370,1
27415,1
27504,11
27508,2
27526,13
27617,30
27710,10
27830,1
27845,3
27849,4
27958,3
28031,24
28078,189
28105,248
28146,10
28262,73
28270,9
28304,301
28311,10
28328,8
28364,3
28388,4
28401,38
28421,2
28422,22
28457,4
28463,12
28468,20
28532,2
28601,108
28604,1
28637,2
28712,1
28803,31
68510,1
69101,1
3576,1
3890,1
7013,85
7018,16
7035,3
7065,26
7069,1
7071,15
7079,7
7103,79
7461,1
7605,2
7702,17
7716,13
7727,16
7728,81
7733,52
7830,8
7834,20
7853,6
7902,8
8004,2
8048,29
8050,170
8060,58
8084,65
8201,19
8203,20
8502,2
8648,85
8809,13
87531,3
87747,1
88007,12
89121,7
89146,10
89148,50
89149,16
89408,2
89445,3
89449,2
89509,29
10003,13
10020,3
10155,3
10310,5
10454,4
10459,3
10607,1
10913,1
11105,3
11210,3
11213,23
11216,10
11228,17
11230,13
11235,15
11361,10
11368,2
11372,10
11558,1
11570,16
11590,1
11719,1
11749,1
11793,10
11901,45
12009,1
12117,2
12118,2
12429,1
12484,5
12485,7
12572,16
12578,5
13210,10
13326,2
14048,1
14075,1
14620,1
14642,1
43062,1
43113,13
43205,15
43214,48
43334,1
43512,1
43793,8
44074,1
44114,1
44145,1
44223,8
44240,5
44273,1
44471,1
44483,3
44857,5
44906,12
45068,1
45150,6
45202,10
45206,1
45211,50
45220,1
45225,2
45236,8
45242,13
45247,4
45249,7
45342,44
45429,33
45640,2
45645,1
73071,4
73099,5
73110,12
73162,1
73651,2
74301,1
74884,1
97233,2
97361,2
97477,1
97601,10
15106,22
15108,4
15212,9
15219,1
15223,1
15236,9
15317,7
15333,1
15425,4
15478,1
15683,1
17033,3
17102,1
17901,2
18016,1
18064,1
18413,3
18452,4
18508,13
18704,1
18949,6
18955,2
18964,9
18966,47
18976,20
19010,68
19013,68
19014,14
19026,40
19038,18
19085,3
19090,66
19118,21
19124,32
19132,5
19139,11
19141,80
19383,1
19422,24
29020,35
29072,12
29102,18
29180,12
29205,7
29372,1
29388,5
29458,6
29464,47
29556,17
29697,1
29720,20
29745,9
29822,2
29902,11
57732,1
57747,4
37013,5
37074,10
37076,12
37148,4
37174,7
37327,1
37334,12
37355,9
37660,28
37683,4
37840,4
38112,20
38462,3
38469,3
38551,2
38562,10
75033,3
75034,52
75038,8
75050,2
75075,16
75189,4
75207,3
75234,7
75237,29
75407,5
75460,2
75657,2
75701,1
76002,1
76008,11
76063,37
76092,74
76111,1
76120,4
76201,12
76384,3
76542,1
77004,33
77018,10
77032,2
77039,4
77042,8
77061,2
77068,1
77086,1
77301,12
77339,69
77351,3
77355,8
77356,12
77384,80
77388,8
77445,3
77459,5
77511,14
77657,2
77702,36
78040,1
78076,7
78210,1
78215,211
78218,35
78231,5
78257,1
78341,10
78362,9
78390,1
78408,1
78550,164
78584,2
78626,1
78640,13
78801,17
79106,35
79226,1
79601,2
79915,107
79924,10
84062,15
84115,3
84118,5
84405,11
84758,1
20112,2
20121,22
20132,6
20152,9
20191,25
22015,13
22025,2
22035,2
22150,30
22303,3
22310,11
22473,6
22701,17
22851,1
22939,4
23225,114
23233,32
23298,8
23322,21
23323,13
23325,1
23413,2
23415,25
23605,23
23693,2
23702,3
23836,20
23868,11
23875,42
23924,3
23936,2
23970,8
24068,1
24091,3
24115,2
24216,1
24219,1
24315,3
24361,1
24441,1
24482,1
24502,20
24577,1
24641,12
98001,3
98022,4
98114,35
98203,1
98208,2
98275,1
98284,16
98292,8
98310,14
98383,2
98501,7
98532,8
98584,3
98665,1
98856,6
98907,17
53405,2
25287,1
25312,13
25314,20
25866,3
26164,5
26506,4
99709,1
35010,1
35071,17
35150,14
35160,1
35209,89
35216,9
35228,1
35233,18
35294,1
35405,1
35565,2
35741,4
35761,1
35957,4
36024,2
36028,1
36040,3
36274,6
36303,3
36344,1
36605,1
36617,15
36776,1
71601,2
72024,6
72210,1
72212,38
72512,2
72632,1
72719,1
72756,24
72903,10
85014,7
85051,24
85118,20
85139,8
85209,14
85210,100
85222,1
85224,323
85297,92
85349,52
85363,1
85601,3
85614,48
85641,15
85719,15
85748,5
85901,21
86314,62
86427,1
86441,1
90027,39
90035,3
90210,4
90242,4
90245,48
90250,40
90262,37
90301,22
90601,8
90680,1
90813,41
91202,1
91303,1
91344,59
91708,1
91761,14
91776,52
92126,5
92530,19
92562,171
92672,17
92683,74
92697,2
92840,24
92841,9
92861,2
92886,5
93065,17
93215,13
93309,49
93710,15
93727,9
93901,68
94019,2
94063,12
94087,3
94104,9
94111,26
94114,26
94115,216
94580,1
94596,33
95032,78
95126,17
95354,1
95573,1
95602,2
96001,121
96099,1
80016,3
80132,15
80212,10
80216,3
80218,74
80224,1
80232,2
80239,7
80247,2
80446,1
80466,2
80814,1
80829,4
80921,1
81006,1
81052,13
81067,5
81144,6
81416,1
6606,2
6880,1
20002,29
20003,19
20005,19
20015,5
20036,47
20515,1
19716,1
19802,25
19966,13
32056,7
32065,3
32073,28
32082,5
32091,1
32118,7
32144,2
32168,108
32176,11
32218,8
32309,3
32320,1
32433,1
32459,1
32507,2
32561,6
32618,1
32693,6
32704,2
32784,3
32818,61
32825,31
33025,65
33135,170
33137,33
33140,81
33330,14
33401,31
33407,75
33409,13
33428,68
33496,10
33579,9
33584,56
33602,4
33609,101
33611,3
33705,43
33760,3
33880,66
33903,3
34112,11
34142,14
34239,41
34287,6
34292,8
34432,7
34488,1
34683,2
34695,27
34786,9
34957,5
34983,6
30030,33
30032,43
30035,4
30046,36
30101,15
30134,48
30265,89
30338,17
30354,2
30401,18
30459,3
30523,3
30633,20
30703,9
30720,19
30741,1
30752,12
30907,5
31032,9
31093,37
31096,5
31213,1
31329,9
31406,20
31553,2
31605,4
31793,1
31811,1
31825,1
51401,1
83616,14
83706,5
60007,51
60076,6
60187,31
60195,12
60423,2
60463,3
60467,3
60564,19
60585,2
60608,94
60626,10
60638,35
60644,2
60652,4
61008,1
61115,2
61550,9
61924,1
62226,158
62298,4
46240,11
46256,1
46368,8
46526,12
46528,1
47265,3
47553,1
47577,1
47832,4
66067,2
66212,2
66427,2
67060,1
67152,1
67218,2
67401,14
40032,2
40160,6
40217,20
40220,30
40223,21
40229,5
40402,4
40447,10
40502,9
41056,23
42021,1
42240,2
42501,3
42701,37
42712,2
70002,3
70360,16
70447,2
70471,2
71101,3
71105,11
1536,1
1606,7
2109,7
20619,36
20636,79
20650,75
20716,52
20735,65
20743,13
20782,11
21045,145
21046,50
21050,18
21085,2
21093,82
21108,3
21223,12
21230,14
21631,2
21658,1
21716,9
48044,5
48084,3
48184,1
48220,12
48307,8
48430,2
48616,1
55446,11
55447,1
55905,2
63017,29
63105,4
63141,69
63301,7
63303,37
63764,2
64050,10
64139,1
64158,1
64776,1
65049,13
65401,2
65582,1
65785,2
38666,1
39111,1
39202,4
39303,2
39441,2
27006,4
27028,20
27260,1
27262,44
27314,15
27330,26
27371,12
27501,23
27516,1
27536,2
27540,8
27591,3
27604,5
27707,28
27712,1
27858,17
28035,1
28086,5
28145,1
28204,123
28217,6
28306,16
28348,3
28516,4
28529,6
28546,54
28572,1
28658,5
28715,2
28732,1
28806,5
3801,31
3842,3
3867,16
7011,29
7016,4
7028,10
7039,67
7041,33
7045,9
7072,3
7076,3
7202,40
7462,24
7514,22
7657,1
7738,3
7921,1
7938,1
8008,59
8022,11
8043,292
8049,2
8055,67
8081,12
8232,22
8512,1
8527,25
8554,1
8752,1
8831,36
8837,29
8844,87
8846,10
8863,3
8876,31
8903,14
87549,2
89032,7
89123,42
89506,9
10010,18
10011,20
10014,4
10031,5
10467,12
10471,1
10502,3
10541,4
10570,2
10595,6
10706,2
10710,1
10941,6
10952,13
10954,8
10956,69
10973,1
11010,4
11104,4
11204,11
11205,8
11225,3
11232,3
11419,7
11530,34
11554,9
11563,2
11710,1
11752,1
11766,13
11778,1
11780,39
11795,12
11959,1
11978,4
12074,1
12204,1
12309,8
12472,2
12771,15
13204,1
13317,1
13421,4
13441,2
13601,6
14031,1
14214,1
14217,2
43229,10
43920,14
44001,1
44003,7
44052,2
44094,4
44110,4
44425,10
44657,1
44685,3
45103,3
45133,7
45215,20
45327,1
45409,3
45459,15
45503,7
45801,4
73142,3
73505,4
97216,1
97230,9
97232,2
97504,3
15063,2
15232,9
15234,4
15401,4
15644,1
15666,2
16103,1
16635,1
17104,1
17331,10
18049,3
18109,2
18328,13
18434,2
18504,3
18962,3
19007,17
19022,3
19023,21
19033,5
19063,46
19083,44
19103,11
19105,2
19111,91
19114,44
19122,7
19192,1
19301,122
19512,3
19530,1
19603,2
29003,8
29127,1
29201,10
29401,2
29412,4
29492,4
29574,12
29605,55
29607,103
29666,4
29687,7
29731,12
29835,1
29906,3
29907,2
29910,31
37129,25
37160,1
37205,3
37208,5
37371,11
37615,10
37711,1
37766,4
37841,3
37862,19
37918,3
37932,1
38017,2
38119,25
38369,2
75013,26
75022,4
75070,33
75078,6
75094,5
75137,1
75215,10
75230,116
75232,1
75235,3
75240,14
75495,18
75652,2
75783,1
75972,4
76049,2
76126,8
76135,13
76164,1
76210,15
76227,1
76856,4
77015,32
77082,19
77098,18
77382,41
77477,1
77493,23
77504,43
77536,2
77571,4
78045,1
78070,2
78154,38
78155,34
78201,33
78221,376
78232,13
78368,1
78382,4
78414,107
78539,28
78624,7
78641,28
78660,16
79414,1
79707,11
84025,2
84041,5
84094,5
84121,5
84157,9
20148,12
22031,127
22193,17
22203,19
22314,4
22520,9
22556,2
22560,14
22572,17
23002,7
23093,10
23103,3
23139,22
23188,20
23219,3
23661,2
23839,4
24073,23
24112,31
24127,2
24328,1
24343,9
24348,2
24465,8
802,34
5401,1
98112,15
98126,6
98198,3
98249,8
98368,1
98499,19
98932,1
53066,1
53204,1
53221,1
24844,1
24970,3
25113,10
25271,6
25313,18
25427,3
25674,4
25813,10
25844,4
25917,3
26062,17
26101,13
26812,4
82716,1
35034,3
35045,28
35049,1
35080,4
35249,2
35652,1
35812,2
35983,5
36069,3
36104,1
36109,1
36340,26
36346,1
36442,2
36533,1
36535,34
36547,3
36652,5
36693,4
36854,19
36877,7
71860,2
72227,1
72762,1
72830,10
72947,3
85021,36
85142,25
85257,11
85356,3
85712,276
85715,54
85726,2
85741,71
86047,11
86351,1
86413,5
86426,8
90045,17
90057,62
90604,1
90606,2
90723,32
91007,120
91304,12
91325,72
91340,9
91361,6
91606,4
91731,2
91768,7
92025,268
92069,43
92083,93
92102,1
92109,9
92111,5
92139,4
92225,8
92253,47
92264,24
92315,4
92374,12
92376,28
92377,14
92557,10
92583,16
92602,1
92637,1
92691,92
92694,2
92705,102
92821,18
92832,2
93268,2
93292,2
93301,25
93454,10
93657,10
93701,6
93711,8
94015,20
94070,1
94112,1
94121,6
94305,13
94306,2
94545,1
94564,24
94574,3
94589,3
94705,55
95070,3
95128,49
95148,4
95648,1
95662,1
95765,3
95816,8
96022,1
80109,4
80209,28
80210,47
80303,2
80442,1
80498,3
80601,7
80631,14
80909,60
81101,8
81632,3
6052,2
6457,2
6610,1
20011,6
20012,2
20032,11
20060,52
19901,82
19968,7
19977,58
32114,157
32117,101
32119,31
32164,54
32205,39
32259,4
32401,2
32444,4
32505,2
32608,11
32628,2
32644,8
32669,3
32778,26
32806,135
32835,68
32927,8
32934,5
32935,10
33029,78
33060,44
33066,26
33081,2
33133,51
33143,81
33169,199
33189,37
33193,36
33312,18
33316,51
33430,54
33433,25
33458,75
33477,6
33559,58
33563,47
33568,1
33637,4
33701,25
33702,29
33771,53
33804,10
33837,78
33904,7
33928,4
33950,20
34104,12
34110,50
34210,38
34235,1
34289,1
34450,2
34601,9
34606,42
34607,18
34690,11
34747,9
34761,39
34952,63
34974,2
34990,3
30008,3
30017,8
30034,7
30115,22
30121,10
30240,105
30319,8
30331,34
30420,1
30534,16
30540,12
30548,7
30655,10
30669,1
30677,19
30701,22
30824,11
31008,1
31023,19
31305,1
31419,21
31520,23
31636,1
31707,3
31709,3
31750,7
31822,1
31824,2
31906,9
51652,2
52358,1
52402,60
52807,30
83202,8
60025,10
60126,13
60173,87
60304,4
60402,36
60532,27
60545,1
60561,3
60604,2
60629,4
60631,117
60651,8
60707,1
61348,1
61443,1
61554,8
61604,28
61701,16
62223,7
62236,4
62401,21
62812,3
62903,1
46038,2
46205,2
46241,2
46311,2
46601,3
46792,1
46947,1
47170,19
47374,2
47394,3
47630,5
47807,63
47874,3
47941,3
66046,2
66202,1
66215,23
66607,2
66749,6
67208,10
67220,2
40211,43
40222,91
40242,1
40336,6
40356,2
40391,3
40701,30
41501,20
41502,1
41740,1
41822,16
41847,2
42025,28
70043,24
70056,45
70058,5
70427,2
70443,1
70503,7
70593,1
70785,2
70791,13
70808,8
71103,4
71108,1
71115,2
71146,1
71201,60
71220,4
71232,1
71373,2
71463,5
1570,9
2301,60
2492,2
20602,67
20678,99
20695,17
20746,17
20747,12
20759,7
20851,1
20874,56
20901,33
20906,82
21122,24
21201,131
21205,14
21212,9
21214,1
21216,1
21740,10
21769,11
21771,11
21773,1
21804,141
21875,4
21911,9
48060,7
48209,1
48236,1
48507,1
49316,7
49548,1
55429,4
63052,2
63069,5
63118,2
63124,1
63136,2
63143,1
63379,27
63877,2
64067,5
64085,1
64093,4
64118,4
64601,3
65301,9
38633,1
38843,1
39428,1
39437,12
39532,7
59865,1
27021,25
27101,5
27106,39
27110,1
27204,18
27209,1
27288,18
27325,4
27405,34
27577,26
27610,31
27612,69
27615,62
27704,51
27895,13
27910,3
28002,1
28027,17
28166,1
28207,124
28213,1
28218,1
28303,28
28372,7
28379,4
28428,1
28513,4
28560,5
28643,5
28645,6
28792,51
68845,1
3042,1
3063,3
3458,1
3841,5
7012,3
7052,76
7054,16
7073,3
7106,2
7108,6
7207,51
7407,5
7444,24
7463,12
7631,42
7719,24
7724,67
7730,16
7731,58
7740,44
7882,14
7960,163
8034,160
8078,2
8097,21
8205,149
8226,12
8302,55
8401,44
8730,2
8757,18
8759,42
8822,100
8833,10
8854,13
88005,6
88081,1
89134,10
89145,24
89423,10
89450,2
89521,37
10009,15
10016,204
10025,24
10452,20
10469,6
10509,2
10801,28
10965,3
11214,6
11237,2
11367,3
11375,10
11379,20
11730,2
11740,1
11741,3
11779,2
11787,36
11971,2
12033,22
12144,2
12308,2
12553,19
13027,1
13031,1
13135,1
13203,1
14043,1
43215,20
43240,3
44089,1
44333,3
44442,8
44501,1
44514,2
44629,1
45005,30
45227,9
45238,2
45322,6
45345,1
45377,6
45417,2
45502,5
45661,2
45699,6
45701,3
45769,8
45804,3
73003,3
73065,2
73701,1
74023,1
74134,40
97003,2
97015,8
97624,1
15010,3
15022,5
15056,1
15146,26
15147,2
15237,14
15370,5
15456,1
15642,1
15722,1
16101,10
17109,1
17503,1
18322,3
18344,2
18517,1
19031,19
19040,9
19079,17
19087,36
19095,2
19106,14
19107,486
19138,2
19143,22
19317,9
19355,22
19426,25
19428,11
19464,65
2917,1
29045,13
29065,1
29118,26
29162,1
29325,9
29340,15
29406,55
29413,5
29429,1
29445,2
29461,7
29488,31
29551,4
29576,23
29578,1
29622,1
29642,32
29662,17
29690,39
29693,2
29708,51
29832,3
29926,77
29944,3
37061,2
37110,11
37122,1
37133,1
37188,3
37211,46
37312,18
37317,1
37380,4
37416,7
37716,10
37869,3
37922,15
38008,7
38059,1
38068,1
38138,6
38242,10
38310,2
38358,3
38464,21
75212,17
75252,27
75390,7
75605,1
75904,44
75956,1
76109,7
76132,161
76549,43
77010,21
77036,28
77058,34
77070,131
77072,22
77081,11
77089,45
77092,4
77331,2
77365,2
77396,26
77546,7
77566,6
77584,75
77701,24
77868,5
78041,76
78065,1
78071,1
78202,16
78228,223
78238,117
78239,22
78254,3
78377,1
78387,8
78412,14
78503,23
78559,1
78750,19
78753,35
78872,6
79045,6
79201,1
79331,5
79701,28
79731,6
79830,15
79849,2
79902,112
79907,4
84003,9
84606,10
84701,1
84725,2
22030,39
22033,115
22101,18
22205,55
22305,11
22406,10
22664,1
22747,1
22911,8
22932,1
22937,6
23181,3
23226,288
23227,25
23228,9
23230,173
23502,66
23517,18
23602,97
23882,10
23901,6
24153,105
24228,22
24279,1
24301,3
24378,2
24382,12
24504,19
24551,13
841,7
5255,2
5446,1
98070,1
98102,1
98133,14
98223,4
98370,15
98372,8
98466,4
98503,42
99216,15
53511,2
54650,1
24737,10
25064,10
25918,10
25962,1
26425,2
26521,1
26836,13
83001,1
